Program Code,Program URL,Class ID,Class Name,Catalogue,Units,Prerequisites,Restrictions,Class Section,Time,Days,Class Type,Instructor
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HBIO 202g:, Nutrition for Life ,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.",(4.0 units),Not available,Not available,38400R,2:00-3:20pm,"Tue, Thu",Lecture,Gioia Polidori
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HBIO 205Lxg:, The Science of Sport ,"The physiological and nutritional basis of human performance. Factors that facilitate and limit athletic achievement. Lecture, 3 hours; laboratory, 2 hours. Not available for major credit. Duplicates credit in former EXSC 205Lxg.",(4.0 units),Not available,Not available,38411R,9:00-9:50am,MWF,Lecture,Helen (Eleni) Soultanakis
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 100mg:, The American Experience ,Patterns of American development from Colonial times to the present. Duplicates credit in former HIST-200.,(4.0 units),Not available,Not available,36980R,2:00-3:20pm,"Tue, Thu",Lecture,Lon Kurashige
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 101gp:, State and Society in the Ancient World ,"Achievements of the near East, Greece, and Rome with emphasis on the development of ideas, arts, and institutions which have influenced modern man.",(4.0 units),Not available,Not available,37008R,3:30-4:50pm,"Mon, Wed",Lecture,Christelle Fischer-Bovet
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 103g:, The Emergence of Modern Europe ,"Political, intellectual, and cultural developments in Europe,1300-1815. Renaissance and Reformation; absolute monarchy,scientific changes, and Enlightenment; French Revolution andNapoleon.",(4.0 units),Not available,Not available,36960R,3:30-4:50pm,"Mon, Wed",Lecture,Jacob Soll
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 106g:, Chinese Lives: An Introduction to Chinese History ,Study of the lives of selected individuals who have helped to shape Chinese politics and culture.,(4.0 units),Not available,Not available,36950R,9:30-10:50am,"Tue, Thu",Lecture,Joshua Goldstein
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 107gp:, Introduction to the History of Japan ,"Japan from the earliest times to the present; social, cultural,and political dimensions.",(4.0 units),Not available,Not available,36921R,2:00-3:20pm,"Tue, Thu",Lecture,Benjamin Uchiyama
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 109g:, The Latin American Experience ,"Introduction to Latin American history and cultures, providing tools to grasp the importance of the region within the larger Americas and the world.",(4.0 units),Not available,Not available,37190R,5:30-6:50pm,"Tue, Thu",Lecture,Joan Flores-Villalobos
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 111g:, African History Since 1880 ,"Surveys the social, economic and political lives of Africans since the imposition of European colonial rule in the late nineteenth century.",(4.0 units),Not available,Not available,37200R,5:30-6:50pm,"Tue, Thu",Lecture,Admire Mseba
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 211gp:, Race in America ,Examines the origins of the idea of race and how this idea influenced the development of the United States from the colonial period to the present day.,(4.0 units),Not available,Not available,37028R,10:30-11:50am,"Tue, Thu",Lecture,Alaina Morgan
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 225g:," Film, Power, and American History ","U.S. motion pictures as both a response to and comment upon major events, problems, and themes in 20th century America.",(4.0 units),Not available,Not available,36991R,10:00-11:50am,"Mon, Wed",Lecture,Steve Ross
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 278gp:," Ottomans and Empire: Anatolia, the Middle East, and the Medi ",Overview of the history of the Ottomans and their imperial subjects.,(4.0 units),Not available,Not available,37060R,11:00-12:20pm,"Tue, Thu",Lecture-Discussion,Richard Antaramian
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HIST 393g:, Quantitative Historical Analysis ,"Reading and doing quantitative research with historical data. Covers research designs, appropriate statistical analysis, and software packages for the use of historians.",(4.0 units),Not available,Not available,37094R,9:30-10:50am,"Tue, Thu",Lecture,Lon Kurashige
DCL,https://classes.usc.edu/term-20241/classes/DCL/,IR 101xgw:, International Relations ,"Basic concepts of world affairs for non-majors. Development ofcompetency to understand and critically evaluate global relationsand international events, stressing empirical approaches. Not available for major credit.",(4.0 units),Not available,Not available,37710R,2:00-3:20pm,"Mon, Wed",Lecture,Wayne Sandholtz
DCL,https://classes.usc.edu/term-20241/classes/DCL/,IR 210gw:, International Relations: Introductory Analysis ,"Comprehensive introduction to contending theoretical and analytical approaches; development of critical, evaluative, cognitive, and analytical competencies regarding historical and contemporary issues.",(4.0 units),Not available,Not available,37720D,3:30-4:50pm,"Tue, Thu",Lecture,Han-Hui Hsieh
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ITAL 300g:, Inventing Modern Italy ,"An interdisciplinary introduction to the literary, artistic, and political movements which contributed to the shaping of modern Italy. Taught in English.",(4.0 units),Not available,Not available,34435R,9:00-10:50am,"Mon, Wed",Lecture-Discussion,Gian-Maria Annovi
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ITAL 382g:, Dante ,Analysis of the Divina Commedia and other works. Conducted in English. (Duplicates credit in former ITAL 450),(4.0 units),Not available,Not available,34439R,12:30-1:50pm,"Tue, Thu",Lecture,Ruggero Sciuto
DCL,https://classes.usc.edu/term-20241/classes/DCL/,JS 100gp:, Jewish History ,"Major ideas, personalities, and movements in Jewish history from antiquity to the present in light of the interaction of the Jews with the general culture.",(4.0 units),Not available,Not available,38200R,2:00-3:20pm,"Mon, Wed",Lecture,"Joshua Garroway,Leah Hochman"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,JS 180gp:, Judaism ,"Jewish beliefs, practices, and history from the biblical period to the present; Judaic contributions to Western civilization.",(4.0 units),Not available,Not available,38260R,2:00-3:20pm,"Mon, Wed",Lecture,"Reuven Firestone,Leah Hochman"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,JS 211gw:, The Holocaust ,"Historical background and responses to the Holocaust, withspecial emphasis on ethical implications.",(4.0 units),Not available,Not available,38210R,4:30-5:20pm,Thursday,Discussion,Timothy Werlinger
DCL,https://classes.usc.edu/term-20241/classes/DCL/,JS 370gp:, Digs and Dispute: Religion and Archaeology in Israel ,Investigates contemporary conflicts in the discovery of the ancient world. Students will ask essential questions about the power of discovering and showcasing specific narratives.,(4.0 units),Not available,Not available,38225R,11:00-12:20pm,"Tue, Thu",Lecture,"Kristine Garroway,Leah Hochman"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,LING 110g:, In a Word ,"Words as a gateway to the human mind. How words are stored, comprehended and retrieved. How words are constructed. Words and concepts. Words and social constructs. The processing and the acquisition of words in normal and atypical children and adults.",(4.0 units),Not available,Not available,38801R,11:00-12:20pm,"Tue, Thu",Lecture,Hajime Hoji
DCL,https://classes.usc.edu/term-20241/classes/DCL/,LING 115gw:, Language and Society ,"Discourse patterns among diverse social groups in institutional and interpersonal settings; interrelationships among language practices and gender, socioeconomic status, ethnicity; social structures and cultural values as reflected in language policies and practices.",(4.0 units),Not available,Not available,38812R,2:00-3:20pm,"Tue, Thu",Lecture,Mary Byram Washburn
DCL,https://classes.usc.edu/term-20241/classes/DCL/,LING 210g:, Introduction to Linguistics ,Empirical study of the sounds and structures of human language;syntax and semantics; language change; linguistic universals.,(4.0 units),Not available,Not available,38818R,11:00-12:20pm,"Tue, Thu",Lecture,Sandra Disner
DCL,https://classes.usc.edu/term-20241/classes/DCL/,LING 285Lg:, Human Language and Technology ,"Study of human linguistic competence and technologies that simulate it. Phonetics, vibration and signal processing, speech recognition, neural networks.",(4.0 units),Not available,Not available,38862R,2:00-3:20pm,"Mon, Wed",Lecture,Khalil Iskarous
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MATH 108g:, Contemporary Precalculus ,"Equations and inequalities; functions; graphs; polynomial and rational functions; exponential, logarithmic, and trigonometric function; analytic geometry.",(4.0 units),Prerequisite: MATH 040,Not available,39404R,9:00-9:50am,MWF,Lecture,Spencer Gerhardt
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MATH 114xg:, Foundations of Statistics ,An introduction to the basic tools of statistics. Descriptive statistics; probability; expected value; normal approximation sampling; chance models; tests of significance. Recommended preparation: MATH 040x or math placement exam. Not available for major credit to Math students.,(4.0 units),Not available,Not available,39985R,11:00-11:50am,MWF,Lecture,Michael Hall
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MATH 117g:, Introduction to Mathematics for Business and Economics ,"Functions, graphs, polynomial and rational functions, exponential and logarithmic functions, matrices, systems of linear equations.",(4.0 units),Prerequisite: MATH 040,Not available,39410R,12:00-12:50pm,MWF,Lecture,Aykut Arslan
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MATH 118xg:, Fundamental Principles of Calculus ,Derivatives and extrema. The definite integral and u-substitutions. Functions of several variables and their extrema; constrained optimization. Applications to business and economics.,(4.0 units),Prerequisite: 1 from (MATH 108 or MATH 117),Not available,39417R,10:00-10:50am,MWF,Lecture,Pranava Jayanti
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MATH 125g:, Calculus I ,"Limits; continuity, derivatives and applications; antiderivatives; the fundamental theorem of calculus; exponential and logarithmic functions.",(4.0 units),Prerequisite: MATH 108,Not available,39434R,9:00-9:50am,MWF,Lecture,Felicia Tabing
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MATH 126g:, Calculus II ,A continuation of MATH 125: trigonometric functions; applications of integration; techniques of integration; indeterminate forms; infinite series; Taylor series; polar coordinates.,(4.0 units),Prerequisite: MATH 125,Not available,39461R,9:00-9:50am,MWF,Lecture,Wenyuan Li
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MATH 226g:, Calculus III ,"Vectors, vector valued functions; differential and integral calculus of functions of several variables; Green's theorem, Divergence theorem, Stoke's theorem.",(4.0 units),Prerequisite: 1 from (MATH 126 or MATH 127 or MATH 129),Not available,39572R,9:00-9:50am,MWF,Lecture,Yang Qiu
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MDES 301g:, The Global Middle East ,Explores the modern Middle East by focusing on the process of globalization.,(4.0 units),Not available,Not available,41500D,9:30-10:50am,"Tue, Thu",Lecture,Ramzi Rouighi
DCL,https://classes.usc.edu/term-20241/classes/DCL/,MDES 325g:, Politics of Film and Literature in Modern Iran ,"Explores contemporary Iranian society through the study of social tensions created by poverty-wealth, tradition-modernity, masculinity-femininity, and notions of religio-political authority as reflected in the literature and films of the country.",(4.0 units),Not available,Not available,41526R,1:00-1:50pm,MWF,Lecture,Mehdi Faraji
DCL,https://classes.usc.edu/term-20241/classes/DCL/,PHIL 100g:, Central Problems of Philosophy ,"Explores questions about human beings and their place in nature, including questions about knowledge, mind and body, freedom and determinism, and the existence of God.",(4.0 units),Not available,Not available,49300R,2:00-3:20pm,"Mon, Wed",Lecture,Jacob Ross
DCL,https://classes.usc.edu/term-20241/classes/DCL/,PHIL 101g:," Free People, Free Thought and Free Markets ","The philosophical foundations of modern political and economic thought, including economic rationality, neoclassical economics, free-market vs. socialist economies and behavioral economics.",(4.0 units),Not available,Not available,49365R,9:30-10:50am,"Tue, Thu",Lecture-Discussion,"Scott Soames,Romain Ranciere"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,PHIL 102gp:, Historical Introduction to Philosophy ,"Introduction to the central philosophical works that have shaped western thought. Includes ancient, early modern and contemporary writings.",(4.0 units),Not available,Not available,49309R,11:00-11:50am,MWF,Lecture-Discussion,James Van Cleve
